"id","condition1","condition2","condition3","trialNo","target","response","RT","group"
"61017e76a0494146f7fdff65","improbable","scenario6","fast",138,"Walk through the hallway in exactly 47 steps",1,1345,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario6","fast",156,"Fill the shared kitchen with your groceries",1,1258,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario6","fast",162,"Steal someone's clothes while they shower",1,1023,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario6","fast",145,"Drink the tap water from the restrooms",1,1221,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario6","fast",155,"Sleep in a sleeping bag in the hallway",1,1160,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario6","fast",149,"Take the elevator to the second floor",1,926,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario6","fast",159,"Switch room with someone who agrees to do it",1,1004,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario6","fast",140,"Build a life-size windmill inside your room",1,1507,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario2","fast",39,"Step outside during a triggering topic",1,1466,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario2","fast",53,"Bribe a classmate to do homework for you",1,1078,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario2","fast",30,"Sit next to someone born on Februrary 25th",1,1222,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario2","fast",49,"Leave the room to answer a phone call",1,1212,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario2","fast",32,"Move your fountain pen with your mind",1,1213,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario2","fast",41,"Sit facing the back for the entire period",1,1473,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario2","fast",31,"Let a flying carpet take you to your seat",0,885,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario2","fast",35,"Take notes with a pencil and a notebook",1,936,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario2","fast",44,"Keep a physical copy of every reading",1,1329,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario2","fast",37,"Watch the professor struggle with Zoom",1,1067,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario2","fast",52,"Look up answers online during an exam",1,989,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario2","fast",50,"Report a classmate for cheating on a quiz",1,974,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario2","fast",46,"Gossip with the person sitting next to you",1,913,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario2","fast",38,"Pet the professor's dog who has wandered in",1,1433,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario2","fast",45,"Clean the chalkboard after writing on it",1,858,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario2","fast",42,"Volunteer to answer every single question",1,953,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario2","fast",54,"Assault a classmate for differing opinions",1,1201,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario2","fast",43,"Greet a classmate that you don't know",1,862,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario2","fast",28,"Be the sixth person to answer a question",1,971,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario2","fast",34,"Answer a question when being called upon",1,845,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario2","fast",33,"Take a seat in the nine-hundredth row",1,748,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario2","fast",40,"Greet everyone in the class individually",1,847,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario2","fast",51,"Get full mark on an exam without studying",1,928,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario2","fast",47,"Jump up and down in the middle of the class",1,1110,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario2","fast",36,"Reference relevant papers you have read",1,857,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario2","fast",48,"Ask and answer questions in gibberish",1,814,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario2","fast",29,"Recognize your neighbor's laptop wallpaper",1,1007,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario5","fast",132,"Go to Lou's Restaurant for a lavish dinner",1,903,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario5","fast",111,"Pick the eighth restaurant you pass by",1,942,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario5","fast",117,"Try out a newly opened restaurant in town",1,900,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario5","fast",116,"Order pizza and chicken wings at Domino's",1,865,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario5","fast",128,"Walk into a restaurant in your pajamas",1,1083,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario5","fast",131,"Pick a table freely at Molly's Restaurant",1,834,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario5","fast",123,"Eat only the food on the left side of a dish",1,969,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario5","fast",126,"Pay for the food your friends have ordered",1,1135,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario5","fast",110,"Get a four-course dinner from Pine for free",1,1086,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario5","fast",113,"Communicate with the server by telepathy",0,1228,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario5","fast",120,"Get drunk with friends at Dunk's sports bar",1,898,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario5","fast",135,"Trip over a passing server with your napkin",1,982,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario5","fast",121,"Take three hours to decide what to order",1,1085,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario5","fast",114,"Turn invisible to sneak into the kitchen",0,774,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario5","fast",130,"Get drunk with a group of friends at Pine",1,885,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario5","fast",133,"Refuse to pay for the food you have eaten",1,864,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario5","fast",134,"Fight a child for a table by the window",1,1162,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario5","fast",119,"Send Snackpass gift points to a friend",1,1073,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario5","fast",127,"Order a bowl of rice noodles at Domino's",1,1047,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario5","fast",129,"Argue with the server about food price",1,977,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario5","fast",122,"Pick a restaurant for the color of its walls",1,1101,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario5","fast",109,"Run into Phil Hanlon in Molly's Restaurant",1,921,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario5","fast",115,"Pick up the food that you have ordered",1,1085,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario5","fast",125,"Read the menu before entering a restaurant",1,1008,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario5","fast",124,"Check Google Reviews before heading out",1,923,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario5","fast",112,"Enter a restaurant through the chimney",1,969,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario5","fast",118,"Use Snackpass to get food with a discount",1,923,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario1","fast",9,"Get a cup of coffee from Novack Cafe",1,868,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario1","fast",14,"Listen to music without headphones on",1,1082,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario1","fast",11,"Go to the Tower Room to take a nap there",1,919,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario1","fast",4,"Take the elevator to the seventieth floor",1,800,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario1","fast",25,"Steal a first-edition book and sell it",1,1167,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario1","fast",3,"Say hi to Ivy the library dog and pet her",1,1116,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario1","fast",20,"Check out fifty books at the same time",1,918,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario1","fast",23,"Organize a club meeting in Baker Lobby",1,921,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario1","fast",18,"Open the windows in the Orozco Room",1,869,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario1","fast",8,"Study with friends on first-floor Berry",1,894,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario1","fast",16,"Share a desk in Baker Lobby with a stranger",1,1061,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario1","fast",24,"Eat potato chips in the East Reading Room",1,789,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario1","fast",19,"Skateboard up and down first-floor Berry",1,1003,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario1","fast",1,"Find an open study room in midterm week",1,892,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario1","fast",7,"Meet with a tutor at the writing center",1,850,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario1","fast",5,"Read every book in the library's collection",1,809,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario1","fast",26,"Put up offensive posters in the hallways",1,835,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario1","fast",2,"Run into twenty professors in succession",1,1463,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario1","fast",12,"Move to Baker Lobby for late-night studying",1,1127,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario1","fast",6,"Walk across Baker Lobby in three steps",1,940,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario1","fast",10,"Check out a laptop charger for two hours",1,952,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario1","fast",22,"Rearrange a few chairs in the Tower Room",1,1063,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario1","fast",15,"Write an essay while lying on the floor",1,844,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario1","fast",17,"Meet in the Tower Room for a group project",1,827,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario1","fast",27,"Spray paints onto the books that you hate",1,1299,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario1","fast",21,"Stay in a study room when the time is up",1,1026,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario1","fast",13,"Hop around the library for a study break",1,1130,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario6","slow",136,"Live in a four-room apartment by yourself",0,2150,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario6","slow",138,"Walk through the hallway in exactly 47 steps",1,2543,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario3","slow",80,"Add food poisoning to the water machine",0,1933,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario2","slow",39,"Step outside during a triggering topic",1,2543,"prolific"
"5b0481d17ac6e4000107e12a","abnormal1","scenario6","fast",149,"Take the elevator to the second floor",1,1665,"prolific"
"5b0481d17ac6e4000107e12a","improbable","scenario6","fast",136,"Live in a four-room apartment by yourself",1,1216,"prolific"
"5b0481d17ac6e4000107e12a","abnormal2","scenario6","fast",152,"Cook every meal in the kitchen downstairs",0,1374,"prolific"
"5b0481d17ac6e4000107e12a","abnormal1","scenario6","fast",148,"Visit the room of someone you don't know",1,1549,"prolific"
"5b0481d17ac6e4000107e12a","impossible","scenario6","fast",140,"Build a life-size windmill inside your room",0,1394,"prolific"
"5b0481d17ac6e4000107e12a","abnormal3","scenario6","fast",154,"Join a dorm party you are not invited to",0,1518,"prolific"
"5b0481d17ac6e4000107e12a","abnormal2","scenario6","fast",151,"Lock your room every time you head out",0,1474,"prolific"
"5b0481d17ac6e4000107e12a","abnormal1","scenario6","fast",150,"Walk up and down the hallway for an hour",1,1736,"prolific"
"5b0481d17ac6e4000107e12a","normal2","scenario6","fast",146,"Storm a club member's room as a prank",0,1565,"prolific"
"5b0481d17ac6e4000107e12a","improbable","scenario6","fast",137,"Hear twenty alarm clocks go off at once",1,1011,"prolific"
"5b0481d17ac6e4000107e12a","normal2","scenario6","fast",145,"Drink the tap water from the restrooms",1,1223,"prolific"
"5b0481d17ac6e4000107e12a","abnormal2","scenario6","fast",153,"Remind your floor to go to the floor meeting",1,1163,"prolific"
"5b0481d17ac6e4000107e12a","impossible","scenario6","fast",139,"Live with a hundred roommates in one room",0,1331,"prolific"
"5b0481d17ac6e4000107e12a","improbable","scenario6","fast",138,"Walk through the hallway in exactly 47 steps",0,1499,"prolific"
"5b0481d17ac6e4000107e12a","normal1","scenario6","fast",144,"Watch some Youtube videos lying in bed",1,1610,"prolific"
"5b0481d17ac6e4000107e12a","immoral","scenario6","fast",162,"Steal someone's clothes while they shower",0,1448,"prolific"
"5b0481d17ac6e4000107e12a","impossible","scenario6","fast",141,"Go diving in the water basin in the restroom",1,1629,"prolific"
"5b0481d17ac6e4000107e12a","abnormal3","scenario6","fast",155,"Sleep in a sleeping bag in the hallway",0,1316,"prolific"
"5b0481d17ac6e4000107e12a","normal1","scenario6","fast",142,"Enter the building with your Student ID",1,1339,"prolific"
"5b0481d17ac6e4000107e12a","immoral","scenario6","fast",160,"Enter someone's room without permission",0,1659,"prolific"
"5b0481d17ac6e4000107e12a","improbable","scenario1","fast",1,"Find an open study room in midterm week",0,1468,"prolific"
"5b0481d17ac6e4000107e12a","impossible","scenario1","fast",6,"Walk across Baker Lobby in three steps",1,1476,"prolific"
"5b0481d17ac6e4000107e12a","abnormal4","scenario1","fast",24,"Eat potato chips in the East Reading Room",0,1674,"prolific"
"5b0481d17ac6e4000107e12a","normal1","scenario1","fast",8,"Study with friends on first-floor Berry",1,1372,"prolific"
"5b0481d17ac6e4000107e12a","normal2","scenario1","fast",11,"Go to the Tower Room to take a nap there",0,1680,"prolific"
"5b0481d17ac6e4000107e12a","improbable","scenario1","fast",2,"Run into twenty professors in succession",0,1695,"prolific"
"5b0481d17ac6e4000107e12a","abnormal2","scenario1","fast",18,"Open the windows in the Orozco Room",0,1601,"prolific"
"5b0481d17ac6e4000107e12a","immoral","scenario1","fast",27,"Spray paints onto the books that you hate",0,1441,"prolific"
"5b0481d17ac6e4000107e12a","normal1","scenario1","fast",7,"Meet with a tutor at the writing center",0,1344,"prolific"
"5b0481d17ac6e4000107e12a","abnormal4","scenario1","fast",22,"Rearrange a few chairs in the Tower Room",1,1626,"prolific"
"5b0481d17ac6e4000107e12a","abnormal1","scenario1","fast",14,"Listen to music without headphones on",0,1548,"prolific"
"5b0481d17ac6e4000107e12a","normal1","scenario1","fast",9,"Get a cup of coffee from Novack Cafe",0,1705,"prolific"
"5b0481d17ac6e4000107e12a","abnormal2","scenario1","fast",17,"Meet in the Tower Room for a group project",1,1712,"prolific"
"5b0481d17ac6e4000107e12a","abnormal1","scenario1","fast",15,"Write an essay while lying on the floor",1,1656,"prolific"
"5b0481d17ac6e4000107e12a","abnormal3","scenario1","fast",21,"Stay in a study room when the time is up",1,1556,"prolific"
